id,airline,destination,phone
1918,AIR FRANCE/KLM,PARIS-DE GAULLE,496-429-1314
2838,UNITED,CHICAGO-O'HARE,459 671 4698
2879,EVA AIR,TAIPEI,486-268-3312
1839,ALASKA,RALEIGH-DURHAM,497-518-4050
445,UNITED,INDIANAPOLIS,(535) 685-8273
1393,UNITED INTL,SHANGHAI,859 495 4050
928,ALASKA,RALEIGH-DURHAM,(826) 738-8316
1852,SOUTHWEST,SAN DIEGO,724-134-3870
559,ALASKA,SEATTLE,(554) 269-8937
2136,CATHAY PACIFIC,HONG KONG,125-578-4253
2660,JETBLUE,BOSTON,614 800 2861
612,JETBLUE,BOSTON,487-232-4449
2529,JETBLUE,LONG BEACH,(298) 135-0900
835,ALASKA,NASHVILLE,(392) 183-7831
1002,LUFTHANSA,MUNICH,(606) 596-1029
861,AMERICAN,DALLAS-FT. WORTH,(384) 953-4795
2662,UNITED,RALEIGH-DURHAM,(855) 811-8811
1620,VIRGIN ATLANTIC,LONDON HEATHROW,253-374-7102
3126,ALASKA,NEWARK,(419) 295-9580
2916,TURKISH AIRLINES,ISTANBUL,802 102 8345
3242,AMERICAN,PHOENIX,417 393 0050
829,ALASKA,SEATTLE,787-624-8443
1822,UNITED INTL,LONDON HEATHROW,(919) 486-4251
3077,UNITED,SPOKANE,341 824 5322
2278,WOW,REYKJAVIK,415 551 1608
2556,JETBLUE,LONG BEACH,(392) 495-7961
2935,TURKISH AIRLINES,ISTANBUL,473-238-3324
2266,WOW,REYKJAVIK,(506) 760-3043
2044,BRITISH AIRWAYS,LONDON HEATHROW,876-834-0624
1747,LUFTHANSA,MUNICH,919 611 6170
2301,QANTAS,SYDNEY,(146) 699-3488
380,ALASKA,LOS ANGELES,261 434 7760
2445,JETBLUE,BOSTON,617 310 2684
1408,UNITED,KANSAS CITY,182-535-3412
2346,UNITED,AUSTIN,506 129 1694
558,EMIRATES,DUBAI,(302) 339-0791
1919,AIR FRANCE/KLM,PARIS-DE GAULLE,(446) 229-4342
1382,UNITED INTL,PARIS-DE GAULLE,(249) 602-6985
808,ALASKA,BALTIMORE,(150) 905-6938
2488,ALASKA,SALT LAKE CITY,313 990 8823
2913,TURKISH AIRLINES,ISTANBUL,656-941-5355
3140,DELTA,SALT LAKE CITY,(116) 689-6617
2320,QANTAS,SYDNEY,955 324 5981
355,ALASKA,NEWARK,175 808 2189
2212,AER LINGUS,DUBLIN,(896) 993-8555
2416,AIR NEW ZEALAND,AUCKLAND,105-687-6500
2863,UNITED,SEATTLE,757 524 2964
1881,SINGAPORE AIRLINES,SINGAPORE,201 374 2424
2579,JETBLUE,LONG BEACH,(466) 912-8401
508,UNITED,KAHULUI,766 112 6143
2878,EVA AIR,TAIPEI,783-463-4865
3109,UNITED,SPOKANE,853-803-9900
363,LUFTHANSA,FRANKFURT,(347) 851-5388
3067,PHILIPPINE AIRLINES,MANILA,992 114 6973
818,ALASKA,BALTIMORE,316-212-7309
2523,UNITED,NEWARK,301 672 1092
1216,SOUTHWEST,LAS VEGAS,795 137 0201
1659,EMIRATES,DUBAI,381-883-5497
548,EMIRATES,DUBAI,100-531-4642
2206,AER LINGUS,DUBLIN,994 923 6634
2026,BRITISH AIRWAYS,LONDON HEATHROW,920 355 8404
416,UNITED,HOUSTON-BUSH,(441) 445-6532
1547,AIR CHINA,BEIJING,325 795 2455
2552,JETBLUE,LONG BEACH,593 829 6250
2476,UNITED,CHICAGO-O'HARE,566-482-9004
2441,UNITED,HONOLULU,542 537 6770
2512,UNITED,CHICAGO-O'HARE,716 191 1741
1753,LUFTHANSA,MUNICH,491-727-7162
351,LUFTHANSA,FRANKFURT,167-336-5660
2923,DELTA,SEATTLE,358 831 0725
880,ALASKA,SEATTLE,432 979 7292
3222,ALASKA,PORTLAND,(205) 382-5599
2671,UNITED,RALEIGH-DURHAM,(208) 794-9612
586,JETBLUE,BOSTON,728 662 3934
1166,SOUTHWEST,LOS ANGELES,380-918-8572
2306,AMERICAN,CHICAGO-O'HARE,(905) 742-3525
984,LUFTHANSA,MUNICH,151 434 6989
2089,AMERICAN,PHILADELPHIA,755 544 2629
3096,ALASKA,NEWARK,633 181 4494
3031,AMERICAN,DALLAS-FT. WORTH,346 706 5964
2027,UNITED,NEWARK,688 690 2184
359,LUFTHANSA,FRANKFURT,618 717 1697
1892,SINGAPORE AIRLINES,SINGAPORE,185-321-6877
216,AMERICAN,LOS ANGELES,(147) 535-3529
1768,AMERICAN,CHICAGO-O'HARE,(152) 912-4118
1888,SINGAPORE AIRLINES,SINGAPORE,726 943 7486
3156,DELTA,SALT LAKE CITY,(634) 521-4714
2719,DELTA,LOS ANGELES,670-248-0186
2756,DELTA,ATLANTA,(121) 509-7306
214,AMERICAN,LOS ANGELES,(105) 635-5212
212,AMERICAN,LOS ANGELES,(732) 168-0110
2983,AMERICAN,CHARLOTTE,364 834 3150
1350,UNITED INTL,SHANGHAI,176 508 2778
493,UNITED,DENVER,120 941 0833
1887,UNITED,BOSTON,670 902 3199
2824,UNITED,BURBANK,(214) 250-8756
2348,UNITED,AUSTIN,(119) 975-8484
1750,LUFTHANSA,MUNICH,297 484 3285
3245,AMERICAN,PHOENIX,(489) 534-6272
3270,UNITED,LAS VEGAS,(610) 716-5732
1118,SOUTHWEST,SAN DIEGO,(456) 925-4236
1142,SOUTHWEST,SAN DIEGO,743-103-7645
1823,ALASKA,RALEIGH-DURHAM,432-281-3682
2096,JETBLUE,LONG BEACH,(167) 144-9470
2473,UNITED,DENVER,648 685 6188
2514,UNITED,CHICAGO-O'HARE,548 191 4898
3282,SOUTHWEST,DENVER,288 110 9483
878,ALASKA,SEATTLE,946-558-5801
2315,AMERICAN,CHICAGO-O'HARE,388 744 9637
2353,UNITED,AUSTIN,506 463 9129
1618,VIRGIN ATLANTIC,LONDON HEATHROW,(848) 149-5208
2485,UNITED,DENVER,(970) 908-2298
2787,DELTA,ATLANTA,(843) 120-5653
2504,ALASKA,SALT LAKE CITY,306 394 8640
2028,UNITED,NEWARK,170-641-3537
366,LUFTHANSA,FRANKFURT,860 723 5066
1679,CATHAY PACIFIC,HONG KONG,814-895-6610
2880,EVA AIR,TAIPEI,(139) 727-9901
385,ALASKA,LOS ANGELES,598 735 8557
569,ALASKA,SEATTLE,593 895 6761
941,AIR CANADA,VANCOUVER,(817) 824-3849
1291,UNITED INTL,LONDON HEATHROW,508 484 9738
1671,EMIRATES,DUBAI,719 489 4724
2782,DELTA,ATLANTA,503-671-4901
2850,UNITED,SEATTLE,275 649 8183
3192,DELTA,LOS ANGELES,968 130 7012
3274,UNITED,LAS VEGAS,290 367 6676
2697,UNITED,CHICAGO-O'HARE,499 766 9941
1684,CATHAY PACIFIC,HONG KONG,538-393-2243
1999,UNITED,BALTIMORE,(540) 362-7136
1312,UNITED INTL,LONDON HEATHROW,(802) 910-1742
3132,UNITED,SAN DIEGO,845 544 4748
2563,UNITED,CHICAGO-O'HARE,784-458-8425
2690,UNITED,CHICAGO-O'HARE,(365) 217-0634
314,UNITED,SAN DIEGO,708 500 2758
2830,UNITED,BURBANK,(594) 797-7729
1467,ALASKA,NEW YORK-JFK,982 555 9504
2568,JETBLUE,LONG BEACH,477-307-3338
2570,UNITED,CHICAGO-O'HARE,744-301-1148
1437,UNITED,LAS VEGAS,389 484 8888
1725,AIR CANADA,TORONTO,739 303 6128
1668,EMIRATES,DUBAI,175 905 9962
2646,JETBLUE,NEW YORK-JFK,(900) 462-1379
2079,JETBLUE,LONG BEACH,878-636-2294
593,JETBLUE,BOSTON,(998) 692-1900
2539,JETBLUE,LONG BEACH,994 421 8642
802,AMERICAN,LOS ANGELES,304-225-5895
2851,UNITED,SEATTLE,931-522-5498
1036,AIR CANADA,VANCOUVER,838 898 2275
2795,DELTA,SALT LAKE CITY,718 187 7125
1972,UNITED,BALTIMORE,943 561 8955
2535,JETBLUE,LONG BEACH,341 261 6456
2591,JETBLUE,BOSTON,(507) 483-3618
604,JETBLUE,BOSTON,826 266 0205
2303,UNITED,SAN ANTONIO,(380) 449-7849
1675,AIR FRANCE/KLM,PARIS-DE GAULLE,589-975-0198
404,UNITED,PHOENIX,657 680 8781
357,LUFTHANSA,FRANKFURT,501-668-7869
858,AMERICAN,DALLAS-FT. WORTH,224 365 8299
933,AIR CANADA,TORONTO,747 588 1968
2495,UNITED,CHICAGO-O'HARE,(706) 836-7047
2829,UNITED,BURBANK,(698) 462-6742
3159,UNITED,SAN DIEGO,748 446 1257
537,EMIRATES,DUBAI,525-552-4162
762,AIR CANADA,TORONTO,635-714-8302
1548,DELTA,NEW YORK-JFK,114 668 2834
2163,FRONTIER,DENVER,404 788 2855
2466,UNITED,CHICAGO-O'HARE,673 292 2444
407,UNITED,PHOENIX,136 788 1426
1389,UNITED INTL,SHANGHAI,564 677 3934
456,UNITED,DALLAS-FT. WORTH,213 981 7762
1364,UNITED INTL,KANSAI,453-556-0852
3280,SOUTHWEST,DENVER,423 593 4483
851,AMERICAN,DALLAS-FT. WORTH,820 609 7454
619,ALASKA,NEWARK,131-641-1331
1818,UNITED INTL,LONDON HEATHROW,824 540 9579
768,ALASKA,NEW YORK-JFK,(753) 726-0123
1964,CATHAY PACIFIC,HONG KONG,739 737 9041
2271,UNITED,LOS ANGELES,609-332-7370
472,UNITED,DENVER,426-182-1365
644,ALASKA,WASHINGTON DC-DULLES,(347) 782-5787
417,UNITED,PHOENIX,898-210-6218
467,UNITED,DENVER,938 394 0411
1310,UNITED INTL,LONDON HEATHROW,904 844 1759
2633,UNITED,CHICAGO-O'HARE,658-861-4306
378,ALASKA,SAN JOSE DEL CABO,(716) 184-1232
2201,SOUTHWEST,LAS VEGAS,380-105-1757
3221,AMERICAN,LOS ANGELES,(969) 555-0453
1491,HAWAIIAN AIR,HONOLULU,249 452 4370
2228,AER LINGUS,DUBLIN,443 384 8253
2470,UNITED,HONOLULU,711 289 2247
2419,AIR NEW ZEALAND,AUCKLAND,343-973-0193
2767,UNITED,AUSTIN,367 650 3720
2639,UNITED,CHICAGO-O'HARE,(265) 286-5671
301,SOUTHWEST,LOS ANGELES,148 630 8560
2972,AMERICAN,CHARLOTTE,413-727-2672
1631,KOREAN AIR,SEOUL,(162) 332-5838
1994,UNITED,BALTIMORE,(229) 604-7790
310,UNITED,WASHINGTON DC-DULLES,(892) 301-0333
333,ALASKA,SAN DIEGO,148 501 5084
1465,FRONTIER,DENVER,564 780 8272
482,UNITED,DENVER,524 190 0899
1701,AIR FRANCE/KLM,PARIS-DE GAULLE,463 792 2782
439,UNITED,HONOLULU,(331) 472-8624
1697,ALASKA,SANTA ANA,522-286-5318
1829,ALASKA,RALEIGH-DURHAM,310 719 4550
1146,SOUTHWEST,LOS ANGELES,314-360-4288
2641,UNITED,CHICAGO-O'HARE,(301) 534-5754
3004,AMERICAN,MIAMI,822 271 5719
2800,DELTA,SALT LAKE CITY,(341) 473-0639
3052,AMERICAN,MIAMI,(835) 882-3693
234,AMERICAN,LOS ANGELES,465-550-6610
1190,SOUTHWEST,LAS VEGAS,388 100 1482
1361,UNITED INTL,KANSAI,(589) 194-0523
1861,ALASKA,KAHULUI,982 842 4913
2555,JETBLUE,LONG BEACH,671 913 4563
1054,AIR CANADA,CALGARY,144 468 5864
1057,AIR CANADA,CALGARY,194 344 4039
2785,WOW,REYKJAVIK,331 747 5714
777,UNITED INTL,SAN JOSE DEL CABO,221-190-1449
606,JETBLUE,BOSTON,(322) 843-0185
307,SOUTHWEST,LOS ANGELES,676-614-9095
1394,UNITED INTL,PARIS-DE GAULLE,(190) 975-2514
2611,AEROMEXICO,MEXICO CITY,(909) 382-3774
1636,KOREAN AIR,SEOUL,956 257 9319
2115,UNITED INTL,MEXICO CITY,362 145 8268
236,AMERICAN,LOS ANGELES,570 727 3998
1399,UNITED INTL,PARIS-DE GAULLE,225 964 9193
1947,AIR FRANCE/KLM,PARIS-DE GAULLE,227 419 9482
424,UNITED,INDIANAPOLIS,949 360 7605
3094,COPA,PANAMA CITY,(347) 896-3463
3253,UNITED,SAN DIEGO,794 939 9735
459,ALASKA,LAS VEGAS,413 754 3034
2783,WOW,REYKJAVIK,806 730 0459
671,UNITED,NEWARK,791 195 8909
779,AMERICAN,LOS ANGELES,691-318-3535
1258,CHINA EASTERN,SHANGHAI,852-386-6029
1804,UNITED INTL,LONDON HEATHROW,380 682 7795
1934,AIR FRANCE/KLM,PARIS-DE GAULLE,(355) 550-1392
2071,AMERICAN,PHILADELPHIA,247 586 4579
418,UNITED,HONOLULU,235 257 1041
1475,ALASKA,NEW YORK-JFK,(705) 456-1905
2260,WOW,REYKJAVIK,106 756 2785
1742,CATHAY PACIFIC,HONG KONG,(836) 207-8419
1940,AIR FRANCE/KLM,PARIS-DE GAULLE,(306) 552-1875
2114,UNITED INTL,MEXICO CITY,729-102-7511
1125,SOUTHWEST,SAN DIEGO,795 583 0958
1867,UNITED,LOS ANGELES,700-431-3918
1960,CATHAY PACIFIC,HONG KONG,929 632 1068
2313,QANTAS,SYDNEY,763 906 2495
756,ALASKA,NEW YORK-JFK,469 976 6796
957,ALASKA,NEW YORK-JFK,887-657-4143
2295,QANTAS,SYDNEY,574-438-5329
2930,TURKISH AIRLINES,ISTANBUL,319 127 9518
2990,AMERICAN,MIAMI,429 960 9710
1815,UNITED INTL,LONDON HEATHROW,419 646 0299
2061,UNITED,NEWARK,192 343 8515
1561,DELTA,NEW YORK-JFK,521 336 8581
3265,UNITED,SAN DIEGO,776 367 6109
1381,UNITED INTL,SHANGHAI,470 367 1392
991,LUFTHANSA,MUNICH,(944) 189-7555
484,ALASKA,PORTLAND,998-931-4783
2110,JETBLUE,LONG BEACH,362-178-6307
2369,JETBLUE,FT. LAUDERDALE,(458) 404-9558
2393,UNITED INTL,SYDNEY,212 286 7936
395,ALASKA,LOS ANGELES,(481) 522-1039
1456,ALASKA,NEW YORK-JFK,(376) 611-4588
1910,AIR FRANCE/KLM,PARIS-DE GAULLE,936 193 9690
1625,KOREAN AIR,SEOUL,(641) 544-6549
1494,HAWAIIAN AIR,HONOLULU,797-870-7818
3226,ALASKA,PORTLAND,693 907 5353
1938,UNITED,BOSTON,332 973 4943
1303,UNITED INTL,LONDON HEATHROW,929 622 9077
3191,DELTA,LOS ANGELES,649-379-5361
1013,AIR CANADA,VANCOUVER,(572) 748-6932
1663,EMIRATES,DUBAI,395-892-5646
1136,SOUTHWEST,LOS ANGELES,221-628-9561
1713,AIR FRANCE/KLM,PARIS-DE GAULLE,(227) 801-6148
1185,DELTA,NEW YORK-JFK,549-649-1864
1402,UNITED INTL,PARIS-DE GAULLE,342 941 0439
1649,VIRGIN ATLANTIC,LONDON HEATHROW,701 390 9814
1956,UNITED,BOSTON,(519) 573-6576
1988,AIR FRANCE/KLM,AMSTERDAM,919-342-0230
2220,SOUTHWEST,PHOENIX,364-759-2705
2312,AMERICAN,CHICAGO-O'HARE,949 543 7906
2614,INTERJET,GUADALAJARA,942 732 6403
2798,DELTA,SALT LAKE CITY,(900) 586-1787
2525,UNITED,NEWARK,308-607-9855
1496,HAWAIIAN AIR,HONOLULU,764 645 5740
1640,VIRGIN ATLANTIC,LONDON HEATHROW,472-337-8838
2724,UNITED,KAHULUI,791 847 7278
3131,ALASKA,NEWARK,128 805 3828
1285,CHINA SOUTHERN,WUHAN,365-832-0674
2881,EVA AIR,TAIPEI,123-282-3494
807,AMERICAN,LOS ANGELES,285 424 4318
3147,DELTA,SALT LAKE CITY,452 352 1387
2225,AER LINGUS,DUBLIN,129-377-8159
1935,AIR FRANCE/KLM,PARIS-DE GAULLE,222 143 3131
1843,SOUTHWEST,SAN DIEGO,162-451-0594
361,LUFTHANSA,FRANKFURT,(239) 325-5321
454,UNITED,DALLAS-FT. WORTH,436-422-6171
565,ALASKA,SEATTLE,605 284 4260
799,ALASKA,BALTIMORE,929-102-5905
1001,LUFTHANSA,MUNICH,847 507 8268
2237,AER LINGUS,DUBLIN,452-811-8088
2841,UNITED,CHICAGO-O'HARE,799 143 1677
2898,WOW,REYKJAVIK,196 756 4555
3110,ALASKA,NEWARK,119-444-0817
3133,DELTA,SALT LAKE CITY,885 454 0883
926,ALASKA,RALEIGH-DURHAM,945-998-0444
1322,UNITED INTL,LONDON HEATHROW,(367) 897-7969
1463,ALASKA,NEW YORK-JFK,163 241 9321
1917,AIR FRANCE/KLM,PARIS-DE GAULLE,594-176-5811
1709,AIR FRANCE/KLM,PARIS-DE GAULLE,(621) 874-9973
1927,AIR FRANCE/KLM,PARIS-DE GAULLE,332 963 4103
1522,INTERJET,GUADALAJARA,389 318 3975
3210,AMERICAN,LOS ANGELES,894-593-7953
2737,UNITED,KAHULUI,561-266-7842
1390,UNITED INTL,PARIS-DE GAULLE,354-958-8052
1366,UNITED INTL,KANSAI,151 921 2775
2256,UNITED,BAKERSFIELD,901 140 3759
2364,UNITED,AUSTIN,(426) 342-7378
433,UNITED,HONOLULU,333-520-4811
3075,UNITED,SPOKANE,(765) 191-1797
813,ALASKA,PORTLAND,850 914 9348
1375,UNITED INTL,PARIS-DE GAULLE,246 272 9019
758,ALASKA,NEW YORK-JFK,(400) 250-0871
434,UNITED,INDIANAPOLIS,504 419 9191
1689,CATHAY PACIFIC,HONG KONG,(434) 725-0561
2293,QANTAS,SYDNEY,231 863 7554
1762,LUFTHANSA,MUNICH,(969) 207-3261
1667,EMIRATES,DUBAI,939 253 9048
2124,JETBLUE,LONG BEACH,879-154-4494
2685,UNITED,CHICAGO-O'HARE,577 786 2546
2100,JETBLUE,LONG BEACH,(994) 688-3259
787,AMERICAN,LOS ANGELES,841-717-4447
2130,CATHAY PACIFIC,HONG KONG,397-353-6309
1351,UNITED INTL,KANSAI,558 191 4548
1191,SOUTHWEST,LAS VEGAS,905 768 2297
1332,UNITED INTL,SHANGHAI,348 522 2051
2625,UNITED,CHICAGO-O'HARE,307-323-6861
663,UNITED INTL,MUNICH,663 886 2487
2478,UNITED,DENVER,274 944 6097
1512,DELTA,LOS ANGELES,(494) 308-3048
1218,SOUTHWEST,LAS VEGAS,328 307 0875
1885,SINGAPORE AIRLINES,SINGAPORE,673 524 3504
2558,JETBLUE,LONG BEACH,934 721 0615
2121,UNITED INTL,MEXICO CITY,102-957-6486
2875,EVA AIR,TAIPEI,(715) 288-8832
767,AIR CANADA,TORONTO,794 925 8846
1826,ALASKA,RALEIGH-DURHAM,637 281 4111
414,UNITED,HOUSTON-BUSH,(594) 448-6242
1876,SINGAPORE AIRLINES,SINGAPORE,335 802 2651
2589,INTERJET,GUADALAJARA,560 699 9908
2658,AEROMEXICO,MEXICO CITY,451 163 0102
2584,JETBLUE,BOSTON,613 800 0835
2604,INTERJET,GUADALAJARA,370 453 5800
723,CATHAY PACIFIC,HONG KONG,192 507 5411
2185,QANTAS,SYDNEY,182-227-4838
2516,UNITED,CHICAGO-O'HARE,647 126 2332
2510,UNITED,CHICAGO-O'HARE,606 125 6957
300,UNITED,SAN DIEGO,728-404-5558
2627,UNITED,CHICAGO-O'HARE,506 812 6052
1734,AIR CANADA,TORONTO,427-665-3475
2463,UNITED,DENVER,808 739 7162
2326,QANTAS,SYDNEY,375-978-3305
2361,JETBLUE,FT. LAUDERDALE,181-708-2089
2314,UNITED,SAN ANTONIO,(802) 810-5574
509,ALASKA,PORTLAND,242-540-4234
1417,UNITED,KANSAS CITY,105 116 9695
1162,SOUTHWEST,LOS ANGELES,(867) 891-0871
2246,SOUTHWEST,PHOENIX,945 144 7892
875,ALASKA,SEATTLE,531 895 6695
1296,UNITED INTL,LONDON HEATHROW,(533) 213-4368
2531,UNITED,NEWARK,894 810 2674
2752,AIR FRANCE/KLM,PARIS-DE GAULLE,943 812 6349
2166,FRONTIER,DENVER,476 168 4235
2118,UNITED INTL,MEXICO CITY,931 385 6757
2711,UNITED,SANTA BARBARA,(324) 188-6781
2722,UNITED,CHICAGO-O'HARE,100 378 8095
2503,UNITED,NEWARK,459 572 0244
3088,UNITED,SPOKANE,397-362-5469
2098,JETBLUE,LONG BEACH,(102) 928-7959
2664,AEROMEXICO,MEXICO CITY,(439) 568-6611
2302,AMERICAN,CHICAGO-O'HARE,(767) 205-0604
713,AIR FRANCE/KLM,PARIS-DE GAULLE,(890) 548-9219
1856,ALASKA,KAHULUI,938 982 5585
1641,VIRGIN ATLANTIC,LONDON HEATHROW,769-472-2992
2712,SOUTHWEST,DENVER,190 204 1154
3199,CATHAY PACIFIC,HONG KONG,(649) 925-8489
764,ALASKA,NEW YORK-JFK,321 616 1013
3072,UNITED,SPOKANE,(156) 837-4491
1519,DELTA,LOS ANGELES,178-232-0815
2066,AMERICAN,PHILADELPHIA,(882) 304-9032
2116,UNITED INTL,MEXICO CITY,828 549 6666
1252,UNITED INTL,TOKYO-NARITA,280 544 4554
1662,EMIRATES,DUBAI,183 208 5054
2123,JETBLUE,LONG BEACH,(971) 548-6611
2065,UNITED,NEWARK,(828) 153-5819
2948,SOUTHWEST,SAN DIEGO,203 448 1522
2705,UNITED,SANTA BARBARA,900-871-9056
716,CATHAY PACIFIC,HONG KONG,406-167-1379
3236,ALASKA,PORTLAND,(906) 850-9192
1765,AMERICAN,CHICAGO-O'HARE,(859) 777-8245
533,ALASKA,PUERTO VALLARTA,641-635-8466
3276,SOUTHWEST,DENVER,807-671-6158
790,UNITED INTL,SAN JOSE DEL CABO,(589) 270-7518
2105,UNITED INTL,MEXICO CITY,768 529 8051
1819,ALASKA,RALEIGH-DURHAM,220 660 0306
504,UNITED,KAHULUI,928-179-7556
2069,AMERICAN,PHILADELPHIA,153 756 0278
255,AIR CANADA,TORONTO,273 829 9197
919,AIR CANADA,TORONTO,269 463 0911
1712,AIR FRANCE/KLM,PARIS-DE GAULLE,696 984 8826
3167,DELTA,LOS ANGELES,905-903-5258
1575,UNITED INTL,HONG KONG,267 332 4709
708,AIR FRANCE/KLM,PARIS-DE GAULLE,(146) 129-5118
2775,DELTA,ATLANTA,(927) 747-9822
856,AMERICAN,DALLAS-FT. WORTH,534 216 6666
923,ALASKA,RALEIGH-DURHAM,(481) 479-7013
389,ALASKA,INDIANAPOLIS,971 175 2968
2940,TURKISH AIRLINES,ISTANBUL,(716) 777-3762
261,AIR CANADA,TORONTO,274-863-3205
2825,UNITED,BURBANK,(217) 589-0596
281,UNITED,BALTIMORE,928 445 5474
536,ALASKA,PUERTO VALLARTA,858 990 5153
2440,AIR NEW ZEALAND,AUCKLAND,731-813-2043
2839,UNITED,CHICAGO-O'HARE,563-732-6802
3211,UNITED,SANTA BARBARA,145 725 4021
793,ALASKA,BALTIMORE,931 311 5801
2860,UNITED,SEATTLE,(637) 782-6989
2399,UNITED INTL,BEIJING,172 990 3485
1245,CHINA EASTERN,SHANGHAI,872 325 4341
2146,FRONTIER,DENVER,(359) 803-9809
2337,DELTA,MINNEAPOLIS-ST. PAUL,152 790 8238
2505,UNITED,CHICAGO-O'HARE,330 561 9257
2580,INTERJET,GUADALAJARA,437 420 7546
198,AMERICAN,LOS ANGELES,495 632 4027
2474,ALASKA,SALT LAKE CITY,(416) 788-2844
2506,ALASKA,SALT LAKE CITY,311-305-4367
2349,UNITED,AUSTIN,817-400-0481
2651,JETBLUE,BOSTON,430 723 1079
3216,AMERICAN,LOS ANGELES,(729) 609-4819
3164,AMERICAN,DALLAS-FT. WORTH,(201) 737-4409
1261,CHINA EASTERN,SHANGHAI,(137) 611-3694
2887,WOW,REYKJAVIK,226 490 8696
1528,JETBLUE,NEW YORK-JFK,123 570 8640
781,AMERICAN,LOS ANGELES,665 803 2453
348,LUFTHANSA,FRANKFURT,(812) 869-6263
1699,AIR FRANCE/KLM,PARIS-DE GAULLE,639 132 6386
646,ALASKA,WASHINGTON DC-DULLES,(194) 198-0504
2970,AMERICAN,CHARLOTTE,437 886 0753
3188,CATHAY PACIFIC,HONG KONG,626 756 5089
1430,UNITED,LAS VEGAS,(299) 137-6993
629,ALASKA,WASHINGTON DC-DULLES,714 950 3364
1568,UNITED INTL,HONG KONG,653-786-5985
2966,AMERICAN,CHARLOTTE,518 286 5956
3053,PHILIPPINE AIRLINES,MANILA,194 960 2145
2270,WOW,REYKJAVIK,362-136-1153
3177,DELTA,LOS ANGELES,376-456-0697
1778,UNITED,RALEIGH-DURHAM,657 832 1189
2157,FRONTIER,DENVER,962-918-6117
2784,DELTA,ATLANTA,692 929 3592
1948,UNITED,BOSTON,805-877-3887
2050,BRITISH AIRWAYS,LONDON HEATHROW,(739) 710-2966
2650,JETBLUE,BOSTON,819 732 4132
2170,FRONTIER,DENVER,367 221 9710
1715,AIR FRANCE/KLM,PARIS-DE GAULLE,361 154 1789
719,AIR FRANCE/KLM,PARIS-DE GAULLE,680 488 1182
2921,TURKISH AIRLINES,ISTANBUL,928 638 1186
3103,ALASKA,NEWARK,588-693-9875
839,ALASKA,SEATTLE,681-308-7915
3007,AMERICAN,MIAMI,783 647 8490
250,UNITED,NASHVILLE,897 847 0632
1774,AMERICAN,CHICAGO-O'HARE,150 952 4453
408,UNITED,PHOENIX,322-884-3020
1630,KOREAN AIR,SEOUL,176-313-5403
2350,DELTA,MINNEAPOLIS-ST. PAUL,487 109 4196
1517,DELTA,LOS ANGELES,(477) 182-4689
1292,JETBLUE,NEW YORK-JFK,544 382 8289
2378,JETBLUE,FT. LAUDERDALE,781 543 7456
1253,CHINA EASTERN,SHANGHAI,911 829 6476
2037,UNITED,NEWARK,(525) 362-5532
1721,AIR CANADA,TORONTO,517 986 3426
2087,JETBLUE,LONG BEACH,838 220 5397
2684,UNITED,ORLANDO,(687) 887-6766
440,UNITED,INDIANAPOLIS,179 163 0902
2119,UNITED INTL,MEXICO CITY,539 137 8983
1716,AIR FRANCE/KLM,PARIS-DE GAULLE,733-154-0094
3215,UNITED,SANTA BARBARA,639 881 3693
1531,ALASKA,LOS ANGELES,291-830-3017
2351,UNITED,AUSTIN,(637) 100-0509
3203,UNITED,ONTARIO (CALIF),750 520 0167
487,UNITED,DENVER,676 485 8963
1788,UNITED,RALEIGH-DURHAM,135 566 5090
1687,CATHAY PACIFIC,HONG KONG,337 260 4996
1129,SOUTHWEST,SAN DIEGO,371 185 2377
2618,UNITED,CHICAGO-O'HARE,280 461 1386
2216,SOUTHWEST,PHOENIX,(603) 149-7268
549,ALASKA,SEATTLE,(364) 792-5553
782,UNITED INTL,SAN JOSE DEL CABO,496-429-1314
3261,UNITED,SAN DIEGO,459 671 4698
1425,UNITED,LAS VEGAS,486-268-3312
1828,UNITED INTL,LONDON HEATHROW,497-518-4050
967,LUFTHANSA,MUNICH,(535) 685-8273
2665,UNITED,RALEIGH-DURHAM,859 495 4050
2010,UNITED,NEWARK,(826) 738-8316
1409,UNITED,KANSAS CITY,724-134-3870
2461,UNITED,DENVER,(554) 269-8937
883,ALASKA,SEATTLE,125-578-4253
2060,AMERICAN,PHILADELPHIA,614 800 2861
2090,JETBLUE,LONG BEACH,487-232-4449
979,LUFTHANSA,MUNICH,(298) 135-0900
854,ALASKA,PORTLAND,(392) 183-7831
1637,KOREAN AIR,SEOUL,(606) 596-1029
3239,AMERICAN,PHOENIX,(384) 953-4795
816,ALASKA,BALTIMORE,(855) 811-8811
1154,SOUTHWEST,LOS ANGELES,253-374-7102
1145,SOUTHWEST,SAN DIEGO,(419) 295-9580
3179,DELTA,LOS ANGELES,802 102 8345
1542,DELTA,NEW YORK-JFK,417 393 0050
853,AMERICAN,DALLAS-FT. WORTH,787-624-8443
2075,AMERICAN,PHILADELPHIA,(919) 486-4251
877,ALASKA,SEATTLE,341 824 5322
2856,UNITED,SEATTLE,415 551 1608
1993,UNITED,BALTIMORE,(392) 495-7961
2081,JETBLUE,LONG BEACH,473-238-3324
2598,UNITED,CHICAGO-O'HARE,(506) 760-3043
590,ALASKA,WASHINGTON DC-DULLES,876-834-0624
